suggest	name	kind	privacy	file	line
MOVE	rpow_tendsto_supportProj	lemma	private	QuantumInfo/Entropy/Relative.lean	793
MOVE	conj_rpow_continuousAt_zero	lemma	private	QuantumInfo/Entropy/Relative.lean	816
MOVE	B_of_continuousAt	lemma	private	QuantumInfo/Entropy/Relative.lean	836
MOVE	trace_cfc_sub_le	lemma	private	QuantumInfo/Entropy/Relative.lean	848
MOVE	eigenvalues_bounded_near	lemma	private	QuantumInfo/Entropy/Relative.lean	857
MOVE	rpow_slope_tendsto_uniformly	lemma	private	QuantumInfo/Entropy/Relative.lean	876
MOVE	trace_cfc_tendsto_of_tendsto	lemma	private	QuantumInfo/Entropy/Relative.lean	979
MOVE	cross_term_slope_tendsto_zero	lemma	private	QuantumInfo/Entropy/Relative.lean	1009
MOVE	hasDerivAt_trace_rpow_sub_trace_variable_base	lemma	private	QuantumInfo/Entropy/Relative.lean	1091
MOVE	rpow_trace_cross_term_vanishes	lemma	private	QuantumInfo/Entropy/Relative.lean	1108
MOVE	sandwichedRelRentropy.hasDerivAt_trace_at_one	theorem	private	QuantumInfo/Entropy/Relative.lean	1126
MOVE	sandwichedRelRentropy.limit_at_one	theorem	private	QuantumInfo/Entropy/Relative.lean	1148
MOVE	inner_log_sub_log_nonneg	theorem	public	QuantumInfo/Entropy/Relative.lean	1163
MOVE	sandwichedRelRentropy_nonneg	theorem	public	QuantumInfo/Entropy/Relative.lean	1179
STAY	ker_kron_le_of_le	lemma	public	QuantumInfo/Entropy/Relative.lean	1196
STAY	ker_le_of_ker_kron_le_left	lemma	public	QuantumInfo/Entropy/Relative.lean	1249
STAY	ker_le_of_ker_kron_le_right	lemma	public	QuantumInfo/Entropy/Relative.lean	1333
STAY	ker_prod_le_iff	lemma	public	QuantumInfo/Entropy/Relative.lean	1409
STAY	HermitianMat.inner_kron	lemma	public	QuantumInfo/Entropy/Relative.lean	1417
STAY	continuousOn_rpow_uniform	lemma	public	QuantumInfo/Entropy/Relative.lean	1439
MOVE	sandwichedRelRentropy_additive_alpha_one_aux	theorem	public	QuantumInfo/Entropy/Relative.lean	1462
MOVE	SandwichedRelRentropy	def	public	QuantumInfo/Entropy/Relative.lean	1480
MOVE	notation:D̃_	notation	public	QuantumInfo/Entropy/Relative.lean	1492
STAY	qRelativeEnt	def	public	QuantumInfo/Entropy/Relative.lean	1497
STAY	notation:𝐃(	notation	public	QuantumInfo/Entropy/Relative.lean	1500
MOVE	sandwiched_term_product	lemma	public	QuantumInfo/Entropy/Relative.lean	1526
MOVE	sandwichedRelRentropy_additive_alpha_ne_one	theorem	public	QuantumInfo/Entropy/Relative.lean	1539
MOVE	sandwichedRelRentropy_additive	theorem	public	QuantumInfo/Entropy/Relative.lean	1565
STAY	qRelativeEnt_additive	theorem	public	QuantumInfo/Entropy/Relative.lean	1573
MOVE	sandwichedRelRentropy_relabel	theorem	public	QuantumInfo/Entropy/Relative.lean	1579
MOVE	sandwichedRelRentropy_self	theorem	public	QuantumInfo/Entropy/Relative.lean	1586
MOVE	sandwichedRelEntropy_ne_top	theorem	public	QuantumInfo/Entropy/Relative.lean	1613
STAY	continuousOn_exponent	lemma	public	QuantumInfo/Entropy/Relative.lean	1619
STAY	Complex.continuousOn_cpow_const_Ioi	lemma	public	QuantumInfo/Entropy/Relative.lean	1623
STAY	maps_to_Iio_of_Ioi_1	lemma	public	QuantumInfo/Entropy/Relative.lean	1632
STAY	frontier_singleton	theorem	public	QuantumInfo/Entropy/Relative.lean	1642
MOVE	sandwichedRelRentropy.continuousOn_Ioi_1_aux	theorem	private	QuantumInfo/Entropy/Relative.lean	1646
MOVE	sandwichedRelRentropy.continuousOn_Ioi_1	theorem	private	QuantumInfo/Entropy/Relative.lean	1664
MOVE	sandwichedRelRentropy.continuousOn_Ioo_0_1_aux	theorem	private	QuantumInfo/Entropy/Relative.lean	1693
MOVE	sandwichedRelRentropy.continuousOn_Ioo_0_1	theorem	private	QuantumInfo/Entropy/Relative.lean	1711
MOVE	sandwichedRelRentropy.continuousAt_1	theorem	private	QuantumInfo/Entropy/Relative.lean	1741
MOVE	sandwichedRelRentropy.continuousOn	theorem	public	QuantumInfo/Entropy/Relative.lean	1769
STAY	qRelativeEnt_ker	theorem	public	QuantumInfo/Entropy/Relative.lean	1782
STAY	qRelativeEnt_ne_top_iff	theorem	public	QuantumInfo/Entropy/Relative.lean	1789
STAY	qRelativeEnt_eq_top_iff	theorem	public	QuantumInfo/Entropy/Relative.lean	1795
STAY	qRelativeEnt_eq_neg_Sᵥₙ_add	theorem	public	QuantumInfo/Entropy/Relative.lean	1799
STAY	qRelativeEnt_relabel	theorem	public	QuantumInfo/Entropy/Relative.lean	1809
MOVE	sandwichedRelRentropy_of_unique	theorem	public	QuantumInfo/Entropy/Relative.lean	1814
STAY	qRelEntropy_of_unique	theorem	public	QuantumInfo/Entropy/Relative.lean	1823
MOVE	sandwichedRelRentropy_heq_congr	theorem	public	QuantumInfo/Entropy/Relative.lean	1827
MOVE	sandwichedRelRentropy_congr	theorem	public	QuantumInfo/Entropy/Relative.lean	1840
STAY	qRelEntropy_heq_congr	theorem	public	QuantumInfo/Entropy/Relative.lean	1848
STAY	qRelativeEnt_rank	theorem	public	QuantumInfo/Entropy/Relative.lean	1854
STAY	approxLog	def	private	QuantumInfo/Entropy/Relative.lean	1865
STAY	approxLog_continuous	lemma	private	QuantumInfo/Entropy/Relative.lean	1867
STAY	approxLog_ge_log_pos	lemma	private	QuantumInfo/Entropy/Relative.lean	1872
STAY	continuous_inner_cfc_approxLog	lemma	private	QuantumInfo/Entropy/Relative.lean	1877
STAY	approxLog_tendsto_at_pos	lemma	private	QuantumInfo/Entropy/Relative.lean	1883
STAY	inner_cfc_approxLog_ge	lemma	private	QuantumInfo/Entropy/Relative.lean	1891
STAY	tendsto_inner_cfc_approxLog	lemma	private	QuantumInfo/Entropy/Relative.lean	1906
STAY	inner_log_bounded_near	lemma	public	QuantumInfo/Entropy/Relative.lean	1921
MOVE	eigenWeight_eq_zero_iff	lemma	private	QuantumInfo/Entropy/Relative.lean	1943
STAY	ker_le_iff_eigenWeight_zero	lemma	private	QuantumInfo/Entropy/Relative.lean	1985
STAY	neg_ker_exists_eigenWeight_pos	lemma	private	QuantumInfo/Entropy/Relative.lean	2017
STAY	approxLog_at_zero	lemma	private	QuantumInfo/Entropy/Relative.lean	2024
STAY	inner_cfc_approxLog_tendsto_bot	lemma	private	QuantumInfo/Entropy/Relative.lean	2027
STAY	qRelativeEnt_lowerSemicontinuous_2	theorem	public	QuantumInfo/Entropy/Relative.lean	2049
STAY	qRelativeEnt.lowerSemicontinuous	theorem	public	QuantumInfo/Entropy/Relative.lean	2090
STAY	qRelEntropy_self	theorem	public	QuantumInfo/Entropy/Relative.lean	2121
STAY	qRelativeEnt_ne_top	theorem	public	QuantumInfo/Entropy/Relative.lean	2125
STAY	inner_kron_one_eq_inner_traceRight	lemma	private	QuantumInfo/Entropy/Relative.lean	2131
STAY	inner_one_kron_eq_inner_traceLeft	lemma	private	QuantumInfo/Entropy/Relative.lean	2140
STAY	fixed_support_kron_right	lemma	private	QuantumInfo/Entropy/Relative.lean	2147
STAY	fixed_support_kron_left	lemma	private	QuantumInfo/Entropy/Relative.lean	2167
STAY	qMutualInfo_as_qRelativeEnt	theorem	public	QuantumInfo/Entropy/Relative.lean	2192
STAY	pos_of_MState_le_smul	lemma	private	QuantumInfo/Entropy/Relative.lean	2300
STAY	HermitianMat.inner_log_mono_of_posDef_of_le	lemma	private	QuantumInfo/Entropy/Relative.lean	2311
STAY	posDef_add_eps	lemma	private	QuantumInfo/Entropy/Relative.lean	2317
STAY	log_add_eps_eq_cfc	lemma	private	QuantumInfo/Entropy/Relative.lean	2332
STAY	inner_cfc_eq_sum	lemma	private	QuantumInfo/Entropy/Relative.lean	2340
STAY	eigenproj_coeff_zero_of_ker_le	lemma	private	QuantumInfo/Entropy/Relative.lean	2348
STAY	inner_log_shift_tendsto	lemma	private	QuantumInfo/Entropy/Relative.lean	2374
STAY	HermitianMat.inner_log_mono_of_psd_of_le	lemma	private	QuantumInfo/Entropy/Relative.lean	2388
STAY	HermitianMat.inner_log_sub_le_log_alpha	lemma	private	QuantumInfo/Entropy/Relative.lean	2401
STAY	qRelEntropy_le_add_of_le_smul	theorem	public	QuantumInfo/Entropy/Relative.lean	2419
STAY	qRelativeEnt_op_le	theorem	public	QuantumInfo/Entropy/Relative.lean	2450
STAY	sandwichedTraceFunctional	def	public	QuantumInfo/Entropy/DPI.lean	66
STAY	notation:Q̃_	notation	public	QuantumInfo/Entropy/DPI.lean	70
STAY	sandwichedTraceFunctional_nonneg	theorem	public	QuantumInfo/Entropy/DPI.lean	90
STAY	sandwichedTraceFunctional_pos	theorem	public	QuantumInfo/Entropy/DPI.lean	100
STAY	sandwichedTraceFunctional_conj_unitary_hermitian	theorem	public	QuantumInfo/Entropy/DPI.lean	123
STAY	sandwichedTraceFunctional_conj_unitary_MState	theorem	public	QuantumInfo/Entropy/DPI.lean	139
STAY	f_alpha	def	public	QuantumInfo/Entropy/DPI.lean	174
STAY	H_hat	def	public	QuantumInfo/Entropy/DPI.lean	180
STAY	H_hat_nonneg	theorem	public	QuantumInfo/Entropy/DPI.lean	187
STAY	conj_supportProj_eq_of_ker_le	lemma	private	QuantumInfo/Entropy/DPI.lean	196
STAY	ker_sigma_le_ker_conj_rpow	lemma	private	QuantumInfo/Entropy/DPI.lean	210
STAY	H_hat_conj_sigma	theorem	public	QuantumInfo/Entropy/DPI.lean	220
STAY	inner_rho_H_hat	theorem	public	QuantumInfo/Entropy/DPI.lean	238
STAY	f_alpha_at_optimizer	theorem	public	QuantumInfo/Entropy/DPI.lean	268
STAY	rpow_mul_neg_rpow_eq_supportProj	lemma	public	QuantumInfo/Entropy/DPI.lean	287
STAY	supportProj_mul_of_ker_le	lemma	public	QuantumInfo/Entropy/DPI.lean	305
STAY	inner_eq_inner_conj_of_ker_le	lemma	public	QuantumInfo/Entropy/DPI.lean	361
STAY	f_alpha_le_at_optimizer	theorem	public	QuantumInfo/Entropy/DPI.lean	394
STAY	traceFunctional_eq_iSup_f_alpha	theorem	public	QuantumInfo/Entropy/DPI.lean	434
STAY	f_alpha_convex_in_sigma	theorem	public	QuantumInfo/Entropy/DPI.lean	452
STAY	f_alpha_jointly_convex	theorem	public	QuantumInfo/Entropy/DPI.lean	494
STAY	f_alpha_bddAbove	theorem	public	QuantumInfo/Entropy/DPI.lean	517
STAY	iSup_f_alpha_jointly_convex	theorem	public	QuantumInfo/Entropy/DPI.lean	527
STAY	HermitianMat.ker_weighted_sum_le	theorem	public	QuantumInfo/Entropy/DPI.lean	545
STAY	sandwichedTraceFunctional_jointly_convex	theorem	public	QuantumInfo/Entropy/DPI.lean	568
STAY	signDiag_mem_unitaryGroup	lemma	private	QuantumInfo/Entropy/DPI.lean	598
STAY	twirlingU_mem_unitaryGroup	lemma	private	QuantumInfo/Entropy/DPI.lean	611
STAY	twirlingU	def	private	QuantumInfo/Entropy/DPI.lean	617
STAY	twirlingU_conj_entry	lemma	private	QuantumInfo/Entropy/DPI.lean	625
STAY	sum_sign_prod	lemma	private	QuantumInfo/Entropy/DPI.lean	654
STAY	sum_perm_diag_entry	lemma	private	QuantumInfo/Entropy/DPI.lean	682
STAY	twirling_sum_eq	lemma	private	QuantumInfo/Entropy/DPI.lean	721
STAY	twirling_identity	lemma	private	QuantumInfo/Entropy/DPI.lean	748
STAY	exists_twirling_unitaries	lemma	private	QuantumInfo/Entropy/DPI.lean	787
STAY	sandwichedTraceFunctional_mul	theorem	public	QuantumInfo/Entropy/DPI.lean	827
STAY	sandwichedTraceFunctional_self	theorem	public	QuantumInfo/Entropy/DPI.lean	838
STAY	sandwichedTraceFunctional_tensor_invariant	theorem	public	QuantumInfo/Entropy/DPI.lean	861
STAY	MState.conjTensorUnitary	def	public	QuantumInfo/Entropy/DPI.lean	872
STAY	MState.conjTensorUnitary_M	theorem	public	QuantumInfo/Entropy/DPI.lean	879
STAY	sandwichedTraceFunctional_conj_tensorUnitary	theorem	public	QuantumInfo/Entropy/DPI.lean	884
STAY	conj_kron_one_entry	lemma	public	QuantumInfo/Entropy/DPI.lean	899
STAY	twirling_hermitian_entry	lemma	public	QuantumInfo/Entropy/DPI.lean	923
STAY	twirling_general_matrix	lemma	public	QuantumInfo/Entropy/DPI.lean	948
STAY	MState.conjTensorUnitary'	def	public	QuantumInfo/Entropy/DPI.lean	980
STAY	conjTensorUnitary'_entry	lemma	public	QuantumInfo/Entropy/DPI.lean	985
STAY	prod_traceRight_uniform_entry	lemma	public	QuantumInfo/Entropy/DPI.lean	993
STAY	twirling_average_eq	theorem	public	QuantumInfo/Entropy/DPI.lean	1006
STAY	ker_conj_le_of_ker_le	lemma	public	QuantumInfo/Entropy/DPI.lean	1065
STAY	MState.ker_conjTensorUnitary_le	lemma	public	QuantumInfo/Entropy/DPI.lean	1073
STAY	sandwichedTraceFunctional_mono_traceRight	theorem	public	QuantumInfo/Entropy/DPI.lean	1083
STAY	vecTensorBasis	def	private	QuantumInfo/Entropy/DPI.lean	1129
STAY	inner_traceRight_eq_sum_inner_vecTensorBasis	lemma	private	QuantumInfo/Entropy/DPI.lean	1134
STAY	traceRight_mulVec_zero_of_vecTensorBasis_zero	lemma	private	QuantumInfo/Entropy/DPI.lean	1153
STAY	ker_le_traceRight	theorem	public	QuantumInfo/Entropy/DPI.lean	1177
STAY	sandwichedRenyiEntropy_mono_traceRight	theorem	public	QuantumInfo/Entropy/DPI.lean	1209
STAY	sandwichedRenyiEntropy_conj_unitary	theorem	public	QuantumInfo/Entropy/DPI.lean	1230
STAY	sandwichedRenyiEntropy_tensor_pure	theorem	public	QuantumInfo/Entropy/DPI.lean	1286
STAY	sandwichedRenyiEntropy_SWAP	theorem	public	QuantumInfo/Entropy/DPI.lean	1292
STAY	sandwichedRenyiEntropy_mono_traceRight'	theorem	public	QuantumInfo/Entropy/DPI.lean	1301
STAY	sandwichedRenyiEntropy_mono_traceLeft	theorem	public	QuantumInfo/Entropy/DPI.lean	1313
STAY	prep_append_eq_tensor_pure	theorem	public	QuantumInfo/Entropy/DPI.lean	1326
STAY	sandwichedRenyiEntropy_DPI_gt_one	theorem	public	QuantumInfo/Entropy/DPI.lean	1348
STAY	sandwichedRenyiEntropy_DPI_eq_one	theorem	public	QuantumInfo/Entropy/DPI.lean	1384
STAY	sandwichedRenyiEntropy_DPI	theorem	public	QuantumInfo/Entropy/DPI.lean	1400
MOVE	sandwichedRelRentropy_tendsto_qRelativeEnt	theorem	public	QuantumInfo/Entropy/DPI.lean	1423
STAY	sandwichedTraceFunctional_sub_one_div_eventually_le	lemma	private	QuantumInfo/Entropy/DPI.lean	1432
STAY	mix_M_eq_weighted_sum	lemma	private	QuantumInfo/Entropy/DPI.lean	1485
STAY	ker_mix_le	lemma	private	QuantumInfo/Entropy/DPI.lean	1493
STAY	sandwichedTraceFunctional_mix_le	lemma	private	QuantumInfo/Entropy/DPI.lean	1504
STAY	qRelativeEnt_joint_convexity	theorem	public	QuantumInfo/Entropy/DPI.lean	1522
